Ens_ID	ActA_wt_96h_rep1	ActA_wt_96h_rep2	ActA_BADC_96h_rep1	ActA_BADC_96h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_BADC_120h_rep1	ActA_BADC_120h_rep2
ENSMUSG00000046027	284	317	210	129	90	115	97	82
ENSMUSG00000046031	2	6	0	2	1	0	0	1
ENSMUSG00000046032	1698	1848	1852	1343	471	508	803	768
ENSMUSG00000046034	502	589	446	285	188	194	245	231
ENSMUSG00000046041	0	0	0	0	0	0	0	0
ENSMUSG00000046049	0	0	0	0	0	0	1	2
ENSMUSG00000046056	58	68	31	33	34	32	45	37
ENSMUSG00000046057	10	12	10	6	10	8	8	9
ENSMUSG00000046058	521	635	536	416	134	133	173	184
ENSMUSG00000046062	3425	3878	3321	2394	1300	1242	1744	1615
ENSMUSG00000046070	49	58	37	16	29	26	12	14
ENSMUSG00000046079	1390	1490	1468	1038	400	438	441	381
ENSMUSG00000046080	0	0	0	0	0	2	0	1
ENSMUSG00000046082	0	0	0	0	0	0	1	1
ENSMUSG00000046085	0	0	1	0	0	0	1	0
ENSMUSG00000046093	14	19	5	2	1	4	5	2
ENSMUSG00000046095	0	0	0	0	0	0	0	0
ENSMUSG00000046096	840	1016	912	609	459	471	560	562
ENSMUSG00000046101	0	0	0	2	1	0	0	1
ENSMUSG00000046108	0	1	2	2	2	3	4	5
ENSMUSG00000046109	7	10	0	1	0	1	0	1
ENSMUSG00000046110	15	16	8	3	18	7	11	11
ENSMUSG00000046111	1481	1740	1367	932	830	827	1121	1027
ENSMUSG00000046119	0	0	0	0	0	0	0	0
ENSMUSG00000046130	0	0	0	0	0	0	0	0
ENSMUSG00000046133	3	7	3	1	1	0	0	1
ENSMUSG00000046138	608	666	612	436	321	345	596	508
ENSMUSG00000046139	1492	1694	1564	1144	679	605	1096	824
ENSMUSG00000046145	1	1	0	0	0	0	0	1
ENSMUSG00000046150	0	0	0	0	0	0	0	0
ENSMUSG00000046152	622	717	616	453	107	109	194	178
ENSMUSG00000046157	169	217	254	171	40	23	25	30
ENSMUSG00000046159	14	8	7	4	3	0	0	0
ENSMUSG00000046160	4	1	3	2	3	8	3	3
ENSMUSG00000046167	2	1	2	1	0	0	0	0
ENSMUSG00000046168	3	2	2	7	4	3	2	0
ENSMUSG00000046169	336	429	441	333	251	275	159	152
ENSMUSG00000046173	0	0	0	0	0	0	0	0
ENSMUSG00000046178	0	0	2	0	1	0	0	0
ENSMUSG00000046179	1013	1133	740	471	296	330	409	400
ENSMUSG00000046180	1	0	0	0	0	0	0	0
ENSMUSG00000046182	0	0	1	0	1	2	16	13
ENSMUSG00000046185	234	303	239	194	111	103	118	136
ENSMUSG00000046186	193	253	106	90	71	53	58	53
ENSMUSG00000046191	9	11	9	10	28	22	26	18
ENSMUSG00000046192	11	20	3	0	0	0	0	0
ENSMUSG00000046196	2	4	2	0	1	2	3	1
ENSMUSG00000046201	2419	2771	2218	1595	774	808	1383	1255
ENSMUSG00000046203	0	0	0	1	0	0	0	0
ENSMUSG00000046204	209	223	180	141	43	45	33	29
ENSMUSG00000046207	0	2	4	0	2	0	2	4
ENSMUSG00000046210	0	0	1	0	0	0	0	0
ENSMUSG00000046213	1	2	0	2	5	7	5	6
ENSMUSG00000046215	21	14	10	15	1	0	2	1
ENSMUSG00000046219	8	15	19	15	11	8	11	11
ENSMUSG00000046223	95	91	20	7	93	92	15	18
ENSMUSG00000046229	490	484	593	459	238	198	267	214
ENSMUSG00000046230	492	573	453	341	84	85	83	68
ENSMUSG00000046240	1	0	4	2	0	0	2	0
ENSMUSG00000046242	0	4	0	0	0	0	0	0
ENSMUSG00000046245	22	30	1	0	18	6	14	17
ENSMUSG00000046248	0	0	1	0	0	0	0	0
ENSMUSG00000046258	0	0	0	0	0	0	0	0
ENSMUSG00000046259	0	0	0	0	0	0	0	0
ENSMUSG00000046262	0	0	0	0	0	0	0	0
ENSMUSG00000046269	147	196	181	126	68	72	97	90
ENSMUSG00000046272	0	0	0	0	0	0	0	0
ENSMUSG00000046275	0	3	1	1	0	0	2	3
ENSMUSG00000046280	162	210	151	104	11	7	29	25
ENSMUSG00000046282	0	0	0	0	0	0	0	0
ENSMUSG00000046287	2	2	1	0	1	2	1	1
ENSMUSG00000046295	203	223	140	90	271	312	198	187
ENSMUSG00000046300	0	0	0	0	0	0	0	0
ENSMUSG00000046311	793	922	722	519	458	435	584	551
ENSMUSG00000046312	138	185	114	71	87	93	46	31
ENSMUSG00000046314	177	198	126	84	194	185	182	133
ENSMUSG00000046317	6	3	7	2	1	4	0	0
ENSMUSG00000046318	13	9	7	9	20	15	67	64
ENSMUSG00000046321	2	2	1	1	1	1	1	0
ENSMUSG00000046323	4	1	1	0	3	1	0	0
ENSMUSG00000046324	1680	1966	1644	1184	399	387	473	431
ENSMUSG00000046329	956	1085	879	646	380	309	166	115
ENSMUSG00000046330	17332	18681	15609	10009	7846	7629	9358	8560
ENSMUSG00000046334	4	4	14	6	0	0	1	1
ENSMUSG00000046337	49	44	23	21	56	56	34	39
ENSMUSG00000046338	180	177	95	86	62	60	35	45
ENSMUSG00000046341	116	165	112	104	50	41	47	55
ENSMUSG00000046345	0	0	0	0	0	0	0	1
ENSMUSG00000046351	745	903	977	660	482	489	539	460
ENSMUSG00000046352	28	22	14	9	48	36	27	23
ENSMUSG00000046354	0	0	0	0	0	0	0	0
ENSMUSG00000046364	14112	17058	12911	8517	6981	6631	7354	6537
ENSMUSG00000046367	1	3	0	0	3	1	1	1
ENSMUSG00000046372	5	4	7	4	1	0	0	0
ENSMUSG00000046378	10	8	17	3	1	1	2	0
ENSMUSG00000046380	699	796	592	442	287	271	413	402
ENSMUSG00000046387	2	9	9	3	22	14	19	18
ENSMUSG00000046388	0	0	0	0	0	0	0	0
ENSMUSG00000046396	0	0	0	0	0	0	0	0
ENSMUSG00000046402	2306	2703	1464	984	1061	1116	448	427
ENSMUSG00000046404	281	363	298	190	152	163	171	147
ENSMUSG00000046408	7	5	7	3	13	8	6	7
ENSMUSG00000046410	71	74	47	23	16	17	23	19
ENSMUSG00000046411	34	37	44	35	2	2	0	0
ENSMUSG00000046413	13	10	8	2	31	24	14	5
ENSMUSG00000046415	0	0	1	0	0	0	0	0
ENSMUSG00000046417	287	319	257	126	205	166	114	80
ENSMUSG00000046431	0	0	0	0	0	0	0	0
ENSMUSG00000046432	8691	9293	7894	6226	3176	3157	3120	2980
ENSMUSG00000046434	34539	40586	29953	22126	12587	12926	17914	17035
ENSMUSG00000046435	0	1	0	0	0	0	0	0
ENSMUSG00000046438	0	0	0	0	0	0	0	0
ENSMUSG00000046440	8	12	12	11	0	1	2	1
ENSMUSG00000046441	282	319	332	238	169	149	217	168
ENSMUSG00000046442	120	106	95	67	60	58	33	35
ENSMUSG00000046447	72	85	96	62	118	151	372	360
ENSMUSG00000046449	75	63	38	40	20	22	24	16
ENSMUSG00000046450	0	0	0	0	0	0	0	0
ENSMUSG00000046456	1	0	0	0	0	1	0	0
ENSMUSG00000046460	0	0	0	0	0	0	0	0
ENSMUSG00000046463	18	23	22	16	9	7	12	8
ENSMUSG00000046470	28	47	14	11	12	15	20	13
ENSMUSG00000046474	0	0	0	0	0	0	0	0
ENSMUSG00000046480	65	74	66	49	13	16	19	19
ENSMUSG00000046486	0	0	0	0	0	0	0	0
ENSMUSG00000046487	0	0	0	0	0	0	0	0
ENSMUSG00000046490	1	0	0	1	0	0	1	2
ENSMUSG00000046491	0	0	0	1	0	0	0	0
ENSMUSG00000046493	0	0	0	0	0	0	0	0
ENSMUSG00000046500	383	479	543	366	22	24	18	18
ENSMUSG00000046516	728	831	743	532	317	323	199	210
ENSMUSG00000046518	0	0	0	0	0	0	1	0
ENSMUSG00000046519	690	846	587	412	208	217	273	233
ENSMUSG00000046523	1	0	0	0	0	0	0	0
ENSMUSG00000046532	188	182	215	195	14	10	10	16
ENSMUSG00000046541	124	126	117	77	90	76	107	97
ENSMUSG00000046546	207	229	134	96	252	241	281	245
ENSMUSG00000046550	143	146	127	80	83	90	44	45
ENSMUSG00000046556	403	472	424	321	365	348	413	323
ENSMUSG00000046561	0	2	0	2	0	0	2	1
ENSMUSG00000046562	3070	3337	2769	1956	1074	1016	1498	1355
ENSMUSG00000046567	191	213	165	106	65	76	91	89
ENSMUSG00000046572	1116	1209	1026	769	462	484	644	606
ENSMUSG00000046573	270	322	291	169	109	104	103	107
ENSMUSG00000046574	1570	1788	1590	1199	1033	1069	1554	1325
ENSMUSG00000046580	17	27	26	23	9	7	8	11
ENSMUSG00000046585	0	0	0	0	0	2	1	3
ENSMUSG00000046589	19	26	3	5	5	7	2	2
ENSMUSG00000046590	0	0	0	0	0	0	0	0
ENSMUSG00000046591	1108	1290	1496	1027	581	596	1124	1081
ENSMUSG00000046593	37	34	47	48	10	10	63	64
ENSMUSG00000046598	504	544	313	232	66	44	64	60
ENSMUSG00000046603	136	168	120	79	48	49	48	37
ENSMUSG00000046605	400	407	287	201	211	191	215	191
ENSMUSG00000046607	14	24	10	13	23	21	14	6
ENSMUSG00000046610	3	6	2	0	11	16	1	2
ENSMUSG00000046613	36	32	11	13	14	21	11	7
ENSMUSG00000046615	0	0	0	0	0	0	0	0
ENSMUSG00000046618	79	101	64	25	171	141	90	93
ENSMUSG00000046620	6	7	7	12	1	0	1	1
ENSMUSG00000046623	3	1	1	0	0	0	0	0
ENSMUSG00000046634	996	1271	169	121	577	540	8	13
ENSMUSG00000046636	139	166	145	120	5	12	16	22
ENSMUSG00000046637	37	49	22	6	13	14	13	19
ENSMUSG00000046643	0	0	0	0	0	0	0	0
ENSMUSG00000046650	0	0	0	0	0	0	0	0
ENSMUSG00000046652	0	0	2	1	0	0	0	0
ENSMUSG00000046658	210	209	136	89	177	173	189	156
ENSMUSG00000046667	52	59	50	45	27	33	24	34
ENSMUSG00000046668	3449	4028	3389	2443	890	817	1383	1281
ENSMUSG00000046671	1883	2133	1766	1252	694	689	867	857
ENSMUSG00000046675	382	390	267	210	145	116	146	140
ENSMUSG00000046676	0	0	0	0	0	0	0	0
ENSMUSG00000046678	0	0	0	0	0	0	0	0
ENSMUSG00000046679	247	286	257	151	181	185	210	202
ENSMUSG00000046683	0	0	0	0	0	0	0	0
ENSMUSG00000046687	10	15	11	16	0	0	2	2
ENSMUSG00000046688	9	8	4	10	2	4	0	4
ENSMUSG00000046691	50	75	44	38	21	25	19	14
ENSMUSG00000046694	45	51	20	21	16	20	16	20
ENSMUSG00000046697	0	0	0	0	0	0	1	0
ENSMUSG00000046699	15	14	19	12	9	11	2	4
ENSMUSG00000046707	2509	3018	2407	1682	993	1009	1205	1168
ENSMUSG00000046709	27	34	33	21	27	12	5	2
ENSMUSG00000046711	5465	6740	5052	3313	1448	1451	1965	1876
ENSMUSG00000046714	12	12	14	8	949	864	2534	2267
ENSMUSG00000046716	0	0	0	0	0	0	0	0
ENSMUSG00000046717	0	0	0	0	0	0	0	0
ENSMUSG00000046718	3042	3240	4764	3229	104	85	26	22
ENSMUSG00000046719	15	13	8	5	17	13	25	23
ENSMUSG00000046721	189	243	222	212	129	128	176	170
ENSMUSG00000046722	2446	2750	2548	1786	1188	1145	1281	1211
ENSMUSG00000046723	0	0	0	0	0	0	0	0
ENSMUSG00000046727	311	388	172	139	99	99	32	31
ENSMUSG00000046731	144	179	124	71	147	124	104	98
ENSMUSG00000046733	50	53	23	21	32	28	79	58
ENSMUSG00000046743	69	79	162	104	73	77	56	51
ENSMUSG00000046747	1	3	1	1	1	0	1	0
ENSMUSG00000046748	0	1	3	3	1	0	1	3
ENSMUSG00000046750	299	336	415	267	101	102	181	172
ENSMUSG00000046753	405	484	372	256	133	141	207	212
ENSMUSG00000046755	0	0	0	0	0	0	0	0
ENSMUSG00000046756	1491	1614	1293	897	751	730	752	731
ENSMUSG00000046761	660	798	736	463	534	559	650	573
ENSMUSG00000046764	0	0	0	0	0	0	0	0
ENSMUSG00000046768	25	32	47	26	18	14	43	36
ENSMUSG00000046774	19	19	5	5	6	8	1	4
ENSMUSG00000046782	46	51	14	8	59	46	5	4
ENSMUSG00000046785	1336	1571	1575	1083	1253	1232	1382	1280
ENSMUSG00000046790	1	1	0	0	0	0	0	0
ENSMUSG00000046791	666	765	639	450	244	249	368	394
ENSMUSG00000046792	493	564	644	416	319	309	407	368
ENSMUSG00000046793	2	2	2	1	1	1	1	2
ENSMUSG00000046794	71	74	33	27	58	41	20	18
ENSMUSG00000046798	1380	1594	1338	939	773	751	750	659
ENSMUSG00000046804	0	0	0	0	0	0	0	0
ENSMUSG00000046805	10	8	15	19	0	0	0	0
ENSMUSG00000046806	250	278	212	158	169	160	237	228
ENSMUSG00000046807	6	5	3	5	2	3	6	6
ENSMUSG00000046808	636	665	397	306	283	285	198	185
ENSMUSG00000046811	2	2	0	0	2	0	0	0
ENSMUSG00000046814	95	139	45	38	91	86	46	32
ENSMUSG00000046818	715	770	971	674	143	150	110	144
ENSMUSG00000046822	254	294	248	167	114	127	169	148
ENSMUSG00000046826	105	120	90	75	29	27	2	6
ENSMUSG00000046828	0	0	0	0	0	0	0	0
ENSMUSG00000046834	6	8	3	5	5	5	0	0
ENSMUSG00000046836	882	1083	988	710	462	471	632	613
ENSMUSG00000046840	0	0	0	0	0	0	0	0
ENSMUSG00000046841	1963	2465	1974	1430	851	905	1215	1159
ENSMUSG00000046844	181	206	151	119	37	31	30	41
ENSMUSG00000046845	0	0	0	0	1	0	1	0
ENSMUSG00000046846	0	1	1	1	0	0	0	0
ENSMUSG00000046854	43	43	23	19	8	7	8	9
ENSMUSG00000046856	8	11	4	8	1	0	1	0
ENSMUSG00000046861	468	531	340	221	229	232	225	235
ENSMUSG00000046862	573	627	519	329	171	180	226	223
ENSMUSG00000046865	6849	7808	5875	4296	1831	2158	2970	2787
ENSMUSG00000046873	757	877	714	495	336	336	401	397
ENSMUSG00000046876	43	45	50	21	58	45	19	33
ENSMUSG00000046879	3351	3817	4679	3267	52	53	141	110
ENSMUSG00000046881	0	0	0	0	0	0	0	0
ENSMUSG00000046886	0	1	0	0	0	0	0	0
ENSMUSG00000046897	3443	3867	3383	2392	1975	2016	2330	2290
ENSMUSG00000046899	0	0	0	0	0	0	0	0
ENSMUSG00000046908	23	25	12	8	4	2	4	2
ENSMUSG00000046909	653	804	681	430	327	287	330	279
ENSMUSG00000046913	0	0	0	0	0	0	0	0
ENSMUSG00000046916	0	0	0	0	1	1	3	4
ENSMUSG00000046922	0	0	0	0	0	0	0	0
ENSMUSG00000046924	0	0	0	0	0	0	0	0
ENSMUSG00000046932	0	0	1	2	1	0	1	2
ENSMUSG00000046934	13	21	24	10	0	2	0	0
ENSMUSG00000046942	2	2	0	1	1	1	0	0
ENSMUSG00000046947	305	326	239	172	157	167	160	155
ENSMUSG00000046949	623	655	540	366	178	195	195	184
ENSMUSG00000046952	26	27	18	11	9	15	20	15
ENSMUSG00000046957	1	0	0	0	0	0	0	0
ENSMUSG00000046958	0	0	0	0	0	0	1	0
ENSMUSG00000046959	5	6	6	3	7	5	3	2
ENSMUSG00000046961	6	19	7	8	6	10	3	6
ENSMUSG00000046962	512	539	486	349	285	268	359	345
ENSMUSG00000046971	17	19	19	15	1	4	1	1
ENSMUSG00000046974	0	1	1	6	0	0	0	0
ENSMUSG00000046975	0	0	0	0	0	0	0	0
ENSMUSG00000046982	642	716	602	392	779	812	981	885
ENSMUSG00000046985	742	953	935	618	620	658	711	642
ENSMUSG00000046991	3	1	4	6	2	0	3	0
ENSMUSG00000046993	15	13	9	4	1	0	3	4
ENSMUSG00000046994	474	526	576	351	350	319	525	430
ENSMUSG00000046995	0	0	0	0	0	0	0	0
ENSMUSG00000046997	182	186	138	121	370	374	986	903
ENSMUSG00000046999	46	60	37	36	14	8	36	37
ENSMUSG00000047002	1738	1881	2587	1698	51	38	307	305
ENSMUSG00000047003	1170	1375	1127	743	922	879	1202	1001
ENSMUSG00000047013	48	60	34	33	22	24	6	8
ENSMUSG00000047014	1	0	1	0	0	0	0	0
ENSMUSG00000047021	33	35	5	5	10	13	1	1
ENSMUSG00000047022	135	201	103	81	77	73	55	65
ENSMUSG00000047025	0	0	0	0	0	0	0	0
ENSMUSG00000047026	0	0	0	0	0	0	0	0
ENSMUSG00000047030	797	865	704	558	258	264	351	314
ENSMUSG00000047031	0	1	0	0	0	0	0	0
ENSMUSG00000047033	1	1	1	0	6	6	5	6
ENSMUSG00000047034	0	0	1	0	0	2	1	4
ENSMUSG00000047036	2972	3366	2974	2020	1718	1740	2004	1773
ENSMUSG00000047037	159	192	120	96	99	107	111	101
ENSMUSG00000047039	0	0	0	0	0	0	0	0
ENSMUSG00000047040	7	17	5	3	14	23	4	1
ENSMUSG00000047044	839	917	920	628	420	437	507	501
ENSMUSG00000047045	3272	3710	2801	2014	1164	1202	1810	1609
ENSMUSG00000047046	0	1	0	0	0	0	0	0
ENSMUSG00000047048	0	0	0	0	0	0	0	0
ENSMUSG00000047050	0	0	0	0	0	0	0	0
ENSMUSG00000047053	0	0	0	0	0	0	0	0
ENSMUSG00000047061	0	0	0	0	0	0	0	1
ENSMUSG00000047067	197	217	215	168	98	103	120	100
ENSMUSG00000047079	0	0	0	0	0	0	0	0
ENSMUSG00000047084	855	987	803	554	321	310	340	333
ENSMUSG00000047085	52	56	54	45	35	33	69	57
ENSMUSG00000047090	729	903	501	349	369	370	319	301
ENSMUSG00000047094	0	0	0	0	1	0	0	0
ENSMUSG00000047098	845	964	995	726	355	375	380	347
ENSMUSG00000047102	0	0	0	0	0	0	0	0
ENSMUSG00000047104	0	0	0	0	0	0	1	0
ENSMUSG00000047108	0	0	0	0	1	0	0	0
ENSMUSG00000047109	0	0	0	0	1	0	1	0
ENSMUSG00000047115	63	78	57	37	36	26	21	17
ENSMUSG00000047117	16	23	29	18	2	7	9	10
ENSMUSG00000047123	174	163	107	75	73	86	80	82
ENSMUSG00000047126	8209	9399	7354	5633	2121	2185	2757	2617
ENSMUSG00000047129	0	0	0	0	0	1	0	0
ENSMUSG00000047139	10669	13814	5033	3636	7610	7181	4276	3962
ENSMUSG00000047141	616	661	720	473	265	179	254	258
ENSMUSG00000047143	36	58	43	27	38	29	28	25
ENSMUSG00000047146	1174	1162	959	776	427	446	568	469
ENSMUSG00000047149	0	0	0	0	0	0	0	0
ENSMUSG00000047150	57	68	29	19	8	13	9	7
ENSMUSG00000047153	1451	1657	1614	1206	579	591	673	603
ENSMUSG00000047155	5	7	16	10	3	2	8	15
ENSMUSG00000047161	2	1	4	6	1	0	0	0
ENSMUSG00000047168	0	0	0	0	0	0	0	0
ENSMUSG00000047171	0	1	0	0	1	0	0	1
ENSMUSG00000047180	0	6	0	0	3	1	0	4
ENSMUSG00000047181	110	147	87	62	322	330	321	267
ENSMUSG00000047182	7	1	2	1	3	2	3	0
ENSMUSG00000047187	3415	3774	3017	2193	904	836	1204	1174
ENSMUSG00000047189	0	0	0	0	0	0	0	0
ENSMUSG00000047193	515	514	422	288	315	323	424	399
ENSMUSG00000047197	0	1	1	1	1	1	1	1
ENSMUSG00000047203	0	0	0	0	0	0	0	0
ENSMUSG00000047205	316	354	263	203	128	96	154	153
ENSMUSG00000047207	0	0	0	0	0	0	0	0
ENSMUSG00000047213	3058	3508	2820	1993	1351	1356	1687	1525
ENSMUSG00000047215	34492	40730	31600	19514	20699	21257	18460	17069
ENSMUSG00000047216	0	0	0	0	0	0	0	0
ENSMUSG00000047220	33	26	18	4	4	3	6	9
ENSMUSG00000047221	466	436	344	256	132	104	167	168
ENSMUSG00000047222	0	0	0	0	0	0	0	0
ENSMUSG00000047225	0	0	0	0	0	0	0	0
ENSMUSG00000047227	118	119	134	109	44	33	118	105
ENSMUSG00000047228	0	0	0	0	0	0	0	0
ENSMUSG00000047230	6	2	0	0	4	4	1	5
ENSMUSG00000047237	0	0	0	0	0	0	0	0
ENSMUSG00000047238	552	646	552	421	310	311	268	257
ENSMUSG00000047242	105	92	121	75	48	41	38	35
ENSMUSG00000047246	4	6	3	2	2	1	3	3
ENSMUSG00000047248	1324	1562	1189	854	416	377	512	448
ENSMUSG00000047250	1648	1820	3189	2003	28	28	97	107
ENSMUSG00000047253	0	0	0	0	0	0	0	0
ENSMUSG00000047257	2	4	2	0	0	0	0	0
ENSMUSG00000047259	4	4	5	5	0	2	1	1
ENSMUSG00000047260	2014	2251	1729	1349	670	592	682	668
ENSMUSG00000047261	177	239	301	190	50	42	91	86
ENSMUSG00000047264	924	1031	919	590	579	554	773	761
ENSMUSG00000047281	80	115	86	63	16	17	10	5
ENSMUSG00000047284	2150	2252	1870	1294	1554	1512	1813	1671
ENSMUSG00000047286	0	0	0	0	0	1	0	0
ENSMUSG00000047293	0	1	0	0	0	0	0	0
ENSMUSG00000047295	0	0	0	0	0	0	0	0
ENSMUSG00000047298	0	1	0	0	0	0	0	0
ENSMUSG00000047307	2	2	0	0	4	2	2	3
ENSMUSG00000047324	0	0	0	0	0	0	0	0
ENSMUSG00000047330	0	0	0	0	0	0	0	0
ENSMUSG00000047342	114	139	134	57	96	108	114	118
ENSMUSG00000047343	0	0	0	1	0	0	0	0
ENSMUSG00000047344	29	27	15	13	10	15	3	8
ENSMUSG00000047347	11	23	22	26	2	3	3	5
ENSMUSG00000047352	0	0	0	0	0	0	0	0
ENSMUSG00000047356	0	0	0	0	0	0	0	0
ENSMUSG00000047361	13	17	1	1	3	7	0	1
ENSMUSG00000047363	2	2	2	0	4	3	1	0
ENSMUSG00000047368	1171	1348	1116	829	393	372	383	338
ENSMUSG00000047369	7	10	3	1	22	13	8	3
ENSMUSG00000047370	6	15	9	13	2	2	6	4
ENSMUSG00000047371	721	856	1085	714	468	490	927	843
ENSMUSG00000047379	377	474	325	240	230	195	243	238
ENSMUSG00000047383	0	0	0	0	0	0	0	0
ENSMUSG00000047384	6	3	8	0	2	1	0	2
ENSMUSG00000047388	1429	1588	1242	862	305	298	519	418
ENSMUSG00000047390	0	0	0	0	0	0	0	0
ENSMUSG00000047394	13	8	2	4	5	2	0	0
ENSMUSG00000047407	3546	4091	4528	2993	1103	1131	1748	1656
ENSMUSG00000047409	323	346	242	147	402	384	228	206
ENSMUSG00000047412	1035	1150	1046	725	239	233	363	325
ENSMUSG00000047414	40	58	49	44	135	115	81	81
ENSMUSG00000047415	5	7	3	2	9	5	1	3
ENSMUSG00000047417	2118	2257	1970	1390	1302	1289	1519	1493
ENSMUSG00000047419	2	0	0	0	2	1	1	0
ENSMUSG00000047420	0	0	0	0	0	0	0	0
ENSMUSG00000047423	1079	1192	1069	750	564	510	766	618
ENSMUSG00000047428	7	1	2	2	5	1	3	3
ENSMUSG00000047434	1322	1515	1148	829	436	441	489	438
ENSMUSG00000047441	0	0	0	0	0	0	0	0
ENSMUSG00000047443	189	232	159	106	34	32	40	36
ENSMUSG00000047444	0	0	0	0	0	0	0	0
ENSMUSG00000047446	793	1022	853	676	937	855	393	347
ENSMUSG00000047454	374	420	357	285	159	164	232	257
ENSMUSG00000047459	2213	2442	1786	1339	697	620	828	843
ENSMUSG00000047462	0	0	0	0	0	0	0	0
ENSMUSG00000047466	1317	1466	1312	865	488	415	536	465
ENSMUSG00000047473	84	114	86	57	73	76	74	79
ENSMUSG00000047485	20	22	19	23	1	3	8	5
ENSMUSG00000047492	0	1	0	1	0	0	1	0
ENSMUSG00000047495	15	33	13	2	6	4	15	20
ENSMUSG00000047496	75	89	29	29	38	41	13	21
ENSMUSG00000047497	5	4	8	2	41	59	20	21
ENSMUSG00000047501	895	1107	964	685	350	343	25	20
ENSMUSG00000047502	7	5	1	2	7	9	1	2
ENSMUSG00000047507	26	45	21	28	36	39	8	14
ENSMUSG00000047508	0	0	0	0	0	0	0	0
ENSMUSG00000047509	2	3	4	5	2	0	5	0
ENSMUSG00000047511	0	0	0	0	0	0	0	0
ENSMUSG00000047514	1190	1345	1177	858	422	384	523	498
ENSMUSG00000047515	29	26	27	20	21	10	25	23
ENSMUSG00000047517	1	2	3	0	0	0	1	0
ENSMUSG00000047518	2	0	1	2	0	1	2	3
ENSMUSG00000047528	0	1	1	0	0	0	0	0
ENSMUSG00000047531	0	0	0	0	0	0	0	0
ENSMUSG00000047534	1258	1413	1233	880	643	604	830	747
ENSMUSG00000047535	0	0	0	0	0	0	0	0
ENSMUSG00000047539	1031	1189	1138	817	434	446	558	488
ENSMUSG00000047544	0	0	0	0	0	0	0	0
ENSMUSG00000047545	0	0	0	0	0	0	0	0
ENSMUSG00000047547	123	147	102	62	33	28	16	18
ENSMUSG00000047554	863	1000	838	559	388	363	381	343
ENSMUSG00000047557	220	269	210	157	128	102	102	107
ENSMUSG00000047562	0	0	0	0	0	0	0	0
ENSMUSG00000047564	0	0	0	0	0	0	0	0
ENSMUSG00000047565	11	15	20	15	1	0	0	0
ENSMUSG00000047583	323	383	355	227	160	168	220	216
ENSMUSG00000047586	8	10	1	0	2	3	2	4
ENSMUSG00000047591	24	29	18	14	8	4	7	2
ENSMUSG00000047592	0	1	0	0	0	0	0	0
ENSMUSG00000047594	0	0	0	0	0	0	0	0
ENSMUSG00000047603	88	90	69	57	55	57	71	72
ENSMUSG00000047604	346	399	132	106	126	109	58	71
ENSMUSG00000047606	0	0	0	0	0	0	0	0
ENSMUSG00000047613	903	1095	874	561	672	679	753	709
ENSMUSG00000047617	57	81	42	35	67	58	87	80
ENSMUSG00000047619	0	0	0	0	0	0	0	0
ENSMUSG00000047626	0	0	0	0	0	0	0	0
ENSMUSG00000047631	4	4	2	2	4	2	2	0
ENSMUSG00000047632	119	137	172	146	91	107	107	76
ENSMUSG00000047635	513	596	403	266	170	190	185	227
ENSMUSG00000047636	3	5	1	0	6	5	38	22
ENSMUSG00000047638	1	0	0	0	0	1	0	0
ENSMUSG00000047641	12	17	0	0	6	5	0	0
ENSMUSG00000047642	6	7	11	5	4	5	5	2
ENSMUSG00000047643	3	2	5	8	2	1	0	0
ENSMUSG00000047648	1286	1595	1433	1030	499	435	660	613
ENSMUSG00000047649	501	620	426	297	188	186	293	271
ENSMUSG00000047652	0	0	0	0	0	0	0	0
ENSMUSG00000047654	7	6	3	4	0	1	2	1
ENSMUSG00000047655	0	0	0	0	0	0	0	0
ENSMUSG00000047656	130	130	70	48	73	77	47	45
ENSMUSG00000047657	6	6	7	8	0	0	0	2
ENSMUSG00000047658	82	94	54	35	42	37	46	33
ENSMUSG00000047661	0	0	0	0	0	1	0	0
ENSMUSG00000047667	0	0	0	0	0	0	0	0
ENSMUSG00000047669	117	124	115	97	23	37	49	44
ENSMUSG00000047671	0	2	1	0	0	0	0	1
ENSMUSG00000047674	0	1	0	0	0	0	0	0
ENSMUSG00000047675	27347	31312	25648	16508	14943	15489	17092	15888
ENSMUSG00000047676	828	1060	935	672	195	192	244	274
ENSMUSG00000047678	0	0	0	0	0	0	0	0
ENSMUSG00000047686	0	0	0	0	0	0	0	0
ENSMUSG00000047692	0	0	0	0	0	0	0	0
ENSMUSG00000047694	700	838	778	517	407	379	478	429
ENSMUSG00000047696	0	0	0	0	0	0	0	0
ENSMUSG00000047702	1	2	1	2	1	1	1	0
ENSMUSG00000047710	2052	2291	1854	1363	673	654	1165	1062
ENSMUSG00000047712	133	128	107	88	105	77	119	110
ENSMUSG00000047714	3188	3666	3460	2504	1020	1017	1157	1050
ENSMUSG00000047716	0	0	0	0	0	0	0	0
ENSMUSG00000047719	989	1197	1013	791	445	439	640	606
ENSMUSG00000047720	0	0	0	0	0	0	0	0
ENSMUSG00000047721	868	1097	811	548	546	576	584	571
ENSMUSG00000047728	0	0	0	0	8	5	0	0
ENSMUSG00000047730	42	67	21	3	85	71	4	3
ENSMUSG00000047731	2170	2506	2493	1833	888	824	1248	1198
ENSMUSG00000047733	8	7	6	3	9	8	8	6
