Ens_ID	wt_120h_rep1	wt_120h_rep2	ActA_wt_120h_rep1	ActA_wt_120h_rep2	ActA_wt_96h_rep1	ActA_wt_96h_rep2	wt_96h_rep1	wt_96h_rep2
ENSMUSG00000049536	25	38	39	38	126	137	55	79
ENSMUSG00000049537	0	0	1	1	0	0	0	0
ENSMUSG00000049538	1	0	14	7	1	3	0	1
ENSMUSG00000049539	1	4	2	4	17	15	4	10
ENSMUSG00000049548	0	0	0	0	0	0	1	1
ENSMUSG00000049550	849	637	632	626	1241	1415	1105	1422
ENSMUSG00000049551	101	79	42	44	46	62	59	86
ENSMUSG00000049553	1227	1007	1056	1008	3036	3392	3578	4785
ENSMUSG00000049555	1	0	0	0	14	14	5	6
ENSMUSG00000049556	292	176	117	110	133	121	437	596
ENSMUSG00000049560	0	0	0	0	0	0	0	0
ENSMUSG00000049561	0	0	0	0	0	0	0	0
ENSMUSG00000049562	21	22	13	12	61	56	40	50
ENSMUSG00000049565	0	0	0	0	0	0	1	0
ENSMUSG00000049571	15	21	11	7	8	32	11	12
ENSMUSG00000049573	0	0	0	0	0	0	0	0
ENSMUSG00000049576	0	1	0	0	5	7	3	4
ENSMUSG00000049577	110	89	255	210	600	644	902	1247
ENSMUSG00000049580	334	267	283	257	505	630	819	1217
ENSMUSG00000049583	0	0	0	0	2	2	0	2
ENSMUSG00000049588	1	3	5	1	1	5	1	3
ENSMUSG00000049593	0	0	0	0	0	0	0	0
ENSMUSG00000049598	7	7	5	3	2	5	32	53
ENSMUSG00000049600	391	341	269	204	549	607	563	804
ENSMUSG00000049604	0	1	0	0	1	1	2	6
ENSMUSG00000049605	0	0	0	0	0	0	0	0
ENSMUSG00000049606	749	517	627	602	1750	1953	1757	2243
ENSMUSG00000049608	2	0	1	0	1	1	0	0
ENSMUSG00000049612	0	0	0	0	0	0	0	0
ENSMUSG00000049618	0	0	0	0	0	0	0	0
ENSMUSG00000049620	2	0	34	31	7	7	1	0
ENSMUSG00000049624	166	122	111	109	294	348	295	393
ENSMUSG00000049625	0	0	0	0	0	0	1	0
ENSMUSG00000049630	0	0	0	0	1	5	2	2
ENSMUSG00000049641	5	6	1	1	0	5	2	1
ENSMUSG00000049643	635	505	380	318	987	1035	1014	1407
ENSMUSG00000049648	0	0	0	0	0	0	0	0
ENSMUSG00000049649	11	7	5	5	11	12	14	12
ENSMUSG00000049653	0	0	0	0	0	0	0	0
ENSMUSG00000049657	762	598	465	431	781	931	1038	1458
ENSMUSG00000049658	551	434	423	408	886	945	882	1135
ENSMUSG00000049659	516	379	291	314	1107	1356	694	994
ENSMUSG00000049670	438	353	323	300	948	1098	919	1178
ENSMUSG00000049672	409	301	265	248	617	675	644	914
ENSMUSG00000049674	0	0	0	0	0	0	0	0
ENSMUSG00000049676	19	25	62	58	68	115	23	27
ENSMUSG00000049680	187	144	93	107	283	343	180	308
ENSMUSG00000049685	0	0	0	0	0	0	0	1
ENSMUSG00000049686	145	79	75	64	371	416	236	307
ENSMUSG00000049687	6	1	5	7	87	87	37	54
ENSMUSG00000049690	5	5	5	5	7	11	6	12
ENSMUSG00000049691	29	19	2	2	1	1	0	2
ENSMUSG00000049692	0	0	0	0	0	0	0	0
ENSMUSG00000049694	0	0	0	1	0	4	0	0
ENSMUSG00000049699	4	2	4	5	8	5	4	4
ENSMUSG00000049708	0	0	0	0	0	0	0	0
ENSMUSG00000049709	3	2	0	0	18	27	7	11
ENSMUSG00000049717	164	127	148	155	333	330	319	428
ENSMUSG00000049719	0	0	0	0	0	0	1	0
ENSMUSG00000049721	5	6	25	36	44	46	15	25
ENSMUSG00000049723	0	0	0	0	2	0	0	0
ENSMUSG00000049728	520	371	342	346	661	731	620	918
ENSMUSG00000049734	61	67	53	47	58	68	94	91
ENSMUSG00000049737	0	0	0	0	0	0	0	0
ENSMUSG00000049739	1300	984	1136	1118	2117	2382	2348	3176
ENSMUSG00000049740	0	0	1	0	0	1	0	0
ENSMUSG00000049741	0	0	0	0	0	0	0	0
ENSMUSG00000049744	0	0	0	0	2	0	0	0
ENSMUSG00000049751	13	13	17	17	28	21	10	29
ENSMUSG00000049755	238	190	186	180	151	181	225	248
ENSMUSG00000049758	0	0	0	0	0	0	0	0
ENSMUSG00000049760	799	633	656	675	1511	1703	1169	1748
ENSMUSG00000049761	2	1	0	0	4	4	0	0
ENSMUSG00000049764	859	690	682	702	2075	2307	2282	3112
ENSMUSG00000049775	948	759	896	825	888	962	1430	2101
ENSMUSG00000049791	269	203	416	409	208	191	225	279
ENSMUSG00000049792	301	220	227	188	447	526	454	678
ENSMUSG00000049796	0	0	0	0	17	17	1	1
ENSMUSG00000049797	0	0	0	0	0	0	0	0
ENSMUSG00000049799	0	0	0	0	0	0	0	0
ENSMUSG00000049800	265	231	275	272	899	1072	695	939
ENSMUSG00000049804	1288	956	841	872	1558	1753	1691	2138
ENSMUSG00000049806	0	0	0	0	0	0	0	0
ENSMUSG00000049807	69	53	155	131	465	495	385	528
ENSMUSG00000049809	0	0	0	0	0	0	0	0
ENSMUSG00000049811	24	22	27	24	34	42	51	68
ENSMUSG00000049815	0	0	0	0	0	0	0	0
ENSMUSG00000049823	1466	1181	788	819	1286	1568	2097	2850
ENSMUSG00000049832	8	10	9	10	97	109	29	60
ENSMUSG00000049843	0	0	0	0	0	0	0	0
ENSMUSG00000049848	3	1	0	0	2	4	1	0
ENSMUSG00000049858	168	133	80	83	159	190	102	166
ENSMUSG00000049864	0	0	0	0	0	0	0	0
ENSMUSG00000049866	467	350	330	337	2451	2672	630	934
ENSMUSG00000049871	0	1	3	2	3	0	1	4
ENSMUSG00000049872	1	4	0	0	1	2	4	9
ENSMUSG00000049878	994	802	776	787	1871	2103	2045	2653
ENSMUSG00000049881	565	446	440	381	1226	1492	1093	1667
ENSMUSG00000049882	395	329	332	322	604	709	477	758
ENSMUSG00000049891	13	4	10	6	56	57	21	31
ENSMUSG00000049892	47	27	23	14	49	58	18	35
ENSMUSG00000049894	0	0	0	0	0	0	0	0
ENSMUSG00000049897	1	4	1	0	2	2	1	2
ENSMUSG00000049902	0	0	0	0	0	0	0	0
ENSMUSG00000049904	81	59	85	78	204	214	155	200
ENSMUSG00000049907	1201	957	807	699	278	238	582	838
ENSMUSG00000049908	2	1	5	3	0	0	5	9
ENSMUSG00000049916	1162	911	1041	994	1176	1296	1572	2056
ENSMUSG00000049922	160	144	95	98	273	337	244	349
ENSMUSG00000049926	0	0	0	0	0	0	0	0
ENSMUSG00000049928	3	2	9	8	1	0	2	1
ENSMUSG00000049929	197	150	190	162	585	666	296	416
ENSMUSG00000049932	4889	3760	3569	3430	9079	9936	7453	10316
ENSMUSG00000049939	188	142	225	176	416	479	141	219
ENSMUSG00000049940	852	663	575	527	1714	1963	1540	2106
ENSMUSG00000049946	2	5	7	2	2	1	0	2
ENSMUSG00000049950	181	118	98	107	241	285	189	261
ENSMUSG00000049957	505	409	370	338	529	567	481	744
ENSMUSG00000049960	719	568	577	632	1259	1422	801	1157
ENSMUSG00000049969	454	347	352	349	4063	4842	1121	1599
ENSMUSG00000049971	185	153	123	121	644	730	526	808
ENSMUSG00000049972	0	0	0	0	0	0	0	0
ENSMUSG00000049985	1	0	1	2	5	0	0	0
ENSMUSG00000049988	0	0	0	2	2	2	1	0
ENSMUSG00000049999	8	9	6	5	7	14	7	10
ENSMUSG00000050002	210	174	219	210	908	1055	244	415
ENSMUSG00000050010	166	127	100	94	24	25	320	393
ENSMUSG00000050014	0	1	0	0	1	1	0	1
ENSMUSG00000050015	0	0	0	0	0	0	0	0
ENSMUSG00000050017	1787	1399	1360	1308	3327	3755	2947	4004
ENSMUSG00000050022	12	6	15	14	36	38	32	40
ENSMUSG00000050023	0	0	0	0	0	0	0	0
ENSMUSG00000050028	0	0	0	0	0	0	0	0
ENSMUSG00000050029	716	530	674	610	2907	3628	1432	2061
ENSMUSG00000050030	0	0	0	0	0	0	0	0
ENSMUSG00000050035	20	26	14	10	41	33	32	44
ENSMUSG00000050043	1042	789	619	565	1872	2169	960	1359
ENSMUSG00000050050	10	6	9	7	22	29	31	19
ENSMUSG00000050052	53	28	48	34	177	201	117	177
ENSMUSG00000050058	0	0	0	0	0	0	0	0
ENSMUSG00000050063	0	0	0	0	0	0	0	0
ENSMUSG00000050064	110	86	76	61	115	118	189	239
ENSMUSG00000050066	0	0	0	0	0	0	0	0
ENSMUSG00000050069	0	0	1	4	1	5	4	4
ENSMUSG00000050071	975	770	633	654	5117	5927	2568	3919
ENSMUSG00000050074	0	0	0	0	0	0	0	0
ENSMUSG00000050075	0	0	0	0	0	0	0	0
ENSMUSG00000050079	623	456	405	347	770	840	870	1143
ENSMUSG00000050085	0	0	0	0	0	0	0	0
ENSMUSG00000050087	0	0	0	0	1	2	0	1
ENSMUSG00000050088	389	301	348	312	549	652	472	642
ENSMUSG00000050089	0	0	0	0	0	0	0	0
ENSMUSG00000050092	0	1	0	0	1	2	0	1
ENSMUSG00000050097	0	0	0	0	0	0	0	0
ENSMUSG00000050100	1	0	5	5	0	0	2	0
ENSMUSG00000050102	0	0	0	0	0	0	0	0
ENSMUSG00000050103	86	61	5	5	0	0	0	0
ENSMUSG00000050105	48	62	104	102	285	342	19	26
ENSMUSG00000050106	11	6	7	9	54	52	39	63
ENSMUSG00000050107	307	243	199	187	519	587	688	1018
ENSMUSG00000050108	2	1	0	0	2	1	2	7
ENSMUSG00000050114	1	0	0	0	5	3	3	1
ENSMUSG00000050121	1	0	0	0	0	0	2	0
ENSMUSG00000050122	10	3	2	2	4	7	11	15
ENSMUSG00000050128	0	0	0	0	0	0	0	0
ENSMUSG00000050132	72	89	42	36	81	78	86	148
ENSMUSG00000050134	0	0	0	0	0	0	0	0
ENSMUSG00000050138	0	0	0	0	6	3	2	3
ENSMUSG00000050141	0	0	0	0	0	0	0	0
ENSMUSG00000050144	461	350	383	374	715	867	687	911
ENSMUSG00000050147	3	2	1	3	4	1	3	2
ENSMUSG00000050148	1148	1005	1026	946	2695	3042	2645	3498
ENSMUSG00000050150	11	8	9	3	10	14	18	30
ENSMUSG00000050157	1	1	2	2	27	24	0	3
ENSMUSG00000050158	0	0	0	0	0	1	0	1
ENSMUSG00000050164	1	1	10	12	2	5	8	12
ENSMUSG00000050174	31	25	44	29	99	99	85	126
ENSMUSG00000050179	0	0	0	0	0	0	0	0
ENSMUSG00000050188	217	182	152	146	348	439	162	314
ENSMUSG00000050189	0	0	0	0	0	0	0	0
ENSMUSG00000050190	1	0	0	0	0	0	0	0
ENSMUSG00000050192	407	295	293	253	794	908	1093	1607
ENSMUSG00000050195	0	2	1	1	1	3	5	6
ENSMUSG00000050197	0	0	0	0	0	0	0	1
ENSMUSG00000050198	0	0	0	0	0	0	0	0
ENSMUSG00000050199	873	614	989	946	3594	4143	833	1252
ENSMUSG00000050201	1	0	0	2	5	2	0	4
ENSMUSG00000050211	0	1	1	0	3	1	1	4
ENSMUSG00000050212	146	131	237	270	247	261	83	167
ENSMUSG00000050213	571	446	387	420	849	989	817	1210
ENSMUSG00000050215	0	0	0	0	0	0	0	0
ENSMUSG00000050217	0	0	0	0	0	0	0	0
ENSMUSG00000050222	15	19	14	9	98	95	61	97
ENSMUSG00000050224	0	0	0	0	0	0	0	0
ENSMUSG00000050229	885	747	808	767	1203	1330	1120	1556
ENSMUSG00000050232	0	0	0	0	0	0	0	0
ENSMUSG00000050234	3	3	7	9	26	25	11	12
ENSMUSG00000050239	0	0	0	0	0	0	0	0
ENSMUSG00000050240	668	529	534	519	1277	1419	1506	2157
ENSMUSG00000050241	0	0	0	0	1	0	0	1
ENSMUSG00000050243	1	8	1	4	30	45	11	26
ENSMUSG00000050244	1228	1153	931	912	2781	3158	3513	4964
ENSMUSG00000050248	87	80	76	75	227	300	219	363
ENSMUSG00000050251	0	0	0	0	0	0	0	0
ENSMUSG00000050266	0	0	0	0	0	0	0	0
ENSMUSG00000050270	31	27	45	41	88	86	74	71
ENSMUSG00000050271	408	301	430	356	519	583	898	1154
ENSMUSG00000050272	7	12	14	24	561	608	63	145
ENSMUSG00000050276	0	0	0	0	1	0	1	0
ENSMUSG00000050281	0	0	0	0	0	0	0	0
ENSMUSG00000050288	2472	1825	2545	2438	2181	2336	3034	4010
ENSMUSG00000050295	1177	904	837	774	124	171	2835	2940
ENSMUSG00000050296	1	1	10	9	9	8	5	6
ENSMUSG00000050299	91	79	81	79	248	309	146	162
ENSMUSG00000050304	4	2	3	3	1	7	1	6
ENSMUSG00000050310	771	656	614	635	827	885	935	1156
ENSMUSG00000050312	67	60	82	68	440	447	244	360
ENSMUSG00000050315	7	2	22	14	20	19	18	31
ENSMUSG00000050321	9	10	6	1	4	6	16	20
ENSMUSG00000050323	189	156	132	156	486	518	223	382
ENSMUSG00000050328	0	0	1	3	0	0	0	0
ENSMUSG00000050332	662	529	605	568	923	1057	1139	1435
ENSMUSG00000050334	8	9	13	6	13	22	25	22
ENSMUSG00000050335	10	10	7	6	567	640	55	93
ENSMUSG00000050343	0	0	0	0	0	0	0	0
ENSMUSG00000050345	0	1	0	1	0	0	0	2
ENSMUSG00000050350	0	0	0	0	0	2	0	0
ENSMUSG00000050357	108	99	124	163	264	327	106	209
ENSMUSG00000050359	0	0	0	0	3	2	0	0
ENSMUSG00000050366	0	0	0	0	0	0	0	0
ENSMUSG00000050368	45	45	38	24	1	0	2	3
ENSMUSG00000050370	1	1	0	0	1	1	1	2
ENSMUSG00000050373	90	57	69	71	200	212	108	175
ENSMUSG00000050377	18	9	3	1	0	1	0	0
ENSMUSG00000050379	1022	823	659	682	1612	1834	2439	3341
ENSMUSG00000050382	398	315	324	305	368	475	498	703
ENSMUSG00000050383	0	0	0	0	0	0	0	1
ENSMUSG00000050390	363	324	316	274	1781	1833	1013	1598
ENSMUSG00000050394	240	195	194	180	335	392	207	320
ENSMUSG00000050395	6	1	1	0	5	1	1	2
ENSMUSG00000050397	60	28	29	41	2	9	163	163
ENSMUSG00000050410	290	219	190	153	350	433	499	704
ENSMUSG00000050423	18	10	17	9	21	21	25	42
ENSMUSG00000050424	68	68	38	49	138	127	87	189
ENSMUSG00000050425	0	0	0	0	0	0	0	0
ENSMUSG00000050428	238	181	144	182	248	285	236	336
ENSMUSG00000050435	0	0	0	0	0	0	0	2
ENSMUSG00000050439	0	0	0	0	0	0	1	0
ENSMUSG00000050440	0	0	0	1	0	0	2	0
ENSMUSG00000050445	0	0	0	0	0	0	0	0
ENSMUSG00000050447	166	131	126	128	394	417	231	286
ENSMUSG00000050463	0	3	3	0	1	0	0	2
ENSMUSG00000050468	0	1	1	0	2	0	0	1
ENSMUSG00000050471	470	400	346	342	680	717	608	822
ENSMUSG00000050473	5	7	8	7	44	44	19	32
ENSMUSG00000050478	0	0	0	0	0	0	0	0
ENSMUSG00000050490	24	16	17	9	62	78	27	37
ENSMUSG00000050493	0	0	0	0	0	0	0	0
ENSMUSG00000050503	27	25	43	37	10	19	41	34
ENSMUSG00000050504	0	0	0	0	0	0	0	0
ENSMUSG00000050505	0	0	6	0	2	3	4	11
ENSMUSG00000050511	3	6	6	10	17	31	12	21
ENSMUSG00000050520	1	2	19	14	1	0	2	3
ENSMUSG00000050526	0	1	1	0	5	5	0	1
ENSMUSG00000050530	731	503	541	506	824	974	1094	1451
ENSMUSG00000050533	0	0	0	0	0	2	0	1
ENSMUSG00000050534	2	0	0	1	3	1	6	8
ENSMUSG00000050538	38	36	31	21	134	138	75	126
ENSMUSG00000050541	4	1	0	0	7	10	26	32
ENSMUSG00000050545	12	17	13	13	26	33	20	30
ENSMUSG00000050549	5	2	5	9	39	30	14	19
ENSMUSG00000050550	163	120	107	113	283	335	242	431
ENSMUSG00000050552	262	200	197	175	626	655	400	553
ENSMUSG00000050553	0	0	0	0	0	1	0	0
ENSMUSG00000050555	277	226	173	157	208	259	169	211
ENSMUSG00000050556	22	22	23	30	108	123	113	124
ENSMUSG00000050558	4	1	5	8	17	17	22	49
ENSMUSG00000050565	1695	1447	1207	1215	4441	5103	3255	4807
ENSMUSG00000050567	832	677	530	540	1554	1727	1703	2443
ENSMUSG00000050577	0	0	0	0	0	0	0	0
ENSMUSG00000050578	0	2	0	0	0	0	0	0
ENSMUSG00000050587	1	0	0	0	4	3	2	2
ENSMUSG00000050592	7	11	4	7	32	28	39	35
ENSMUSG00000050600	0	1	0	0	2	1	0	1
ENSMUSG00000050603	0	0	0	0	0	0	0	0
ENSMUSG00000050605	443	404	345	338	316	316	358	531
ENSMUSG00000050608	1021	790	815	772	2043	2416	1345	2081
ENSMUSG00000050612	0	0	2	0	1	0	1	6
ENSMUSG00000050613	0	0	0	0	0	0	0	0
ENSMUSG00000050619	287	251	150	161	271	291	303	411
ENSMUSG00000050621	71	78	73	55	56	63	109	59
ENSMUSG00000050623	3	2	1	1	8	12	7	7
ENSMUSG00000050625	0	0	0	0	0	0	1	1
ENSMUSG00000050627	384	288	268	270	969	1149	684	1016
ENSMUSG00000050628	540	396	453	493	989	1225	466	697
ENSMUSG00000050635	0	0	0	0	0	2	0	0
ENSMUSG00000050640	21	17	30	32	106	126	18	37
ENSMUSG00000050641	0	0	0	0	0	0	0	0
ENSMUSG00000050645	0	0	0	0	0	0	0	0
ENSMUSG00000050650	0	0	0	0	0	0	0	0
ENSMUSG00000050654	0	0	0	0	0	0	0	0
ENSMUSG00000050663	1	1	0	0	0	0	0	3
ENSMUSG00000050666	4	5	8	8	33	39	18	17
ENSMUSG00000050668	185	177	152	170	275	302	233	252
ENSMUSG00000050671	15	15	31	44	109	132	93	141
ENSMUSG00000050675	0	0	0	0	2	1	0	1
ENSMUSG00000050677	23	12	10	15	50	94	39	32
ENSMUSG00000050685	0	0	0	0	0	0	0	0
ENSMUSG00000050697	406	339	316	288	938	1071	784	1017
ENSMUSG00000050700	31	22	45	45	162	183	98	189
ENSMUSG00000050702	0	0	0	0	0	0	0	0
ENSMUSG00000050704	0	0	0	0	0	0	0	0
ENSMUSG00000050705	508	422	422	434	742	824	673	892
ENSMUSG00000050708	11696	9076	9403	9309	48923	52958	25215	37153
ENSMUSG00000050711	0	0	0	0	0	1	0	0
ENSMUSG00000050714	393	334	359	350	408	442	606	679
ENSMUSG00000050721	140	104	106	94	160	175	205	274
ENSMUSG00000050730	636	491	458	494	584	694	782	978
ENSMUSG00000050732	190	161	347	398	575	626	179	285
ENSMUSG00000050737	400	272	314	380	97	105	212	201
ENSMUSG00000050742	0	0	0	0	0	0	0	0
ENSMUSG00000050747	0	0	0	0	0	0	0	0
ENSMUSG00000050751	39	30	56	62	307	342	146	227
ENSMUSG00000050756	0	0	0	0	0	0	0	0
ENSMUSG00000050761	0	0	1	0	0	0	0	0
ENSMUSG00000050762	0	0	0	0	0	0	1	2
ENSMUSG00000050763	0	0	0	0	0	0	0	0
ENSMUSG00000050765	0	1	0	0	0	0	1	0
ENSMUSG00000050766	0	0	0	0	0	0	0	0
ENSMUSG00000050772	0	0	0	0	0	0	0	0
ENSMUSG00000050776	0	0	0	0	0	0	0	0
ENSMUSG00000050777	92	45	89	77	140	211	207	307
ENSMUSG00000050783	0	0	0	0	0	0	0	0
ENSMUSG00000050786	26	23	26	25	71	62	65	77
ENSMUSG00000050788	0	0	0	0	0	0	0	0
ENSMUSG00000050796	161	110	73	89	250	278	211	353
ENSMUSG00000050799	0	0	0	0	0	0	0	0
ENSMUSG00000050803	0	0	0	0	0	0	0	0
ENSMUSG00000050808	0	1	0	0	0	0	0	0
ENSMUSG00000050810	0	0	0	0	0	0	0	0
ENSMUSG00000050812	1416	1161	1042	999	2494	2947	2832	3782
ENSMUSG00000050813	0	0	0	0	0	0	0	0
ENSMUSG00000050815	1	0	0	0	0	0	0	0
ENSMUSG00000050818	0	0	1	0	0	0	0	0
ENSMUSG00000050821	26	41	27	30	25	49	17	37
ENSMUSG00000050822	247	222	130	149	396	468	598	884
ENSMUSG00000050824	1	3	2	3	36	48	14	8
ENSMUSG00000050830	5	4	8	6	18	15	7	7
ENSMUSG00000050840	9	5	3	15	85	63	54	75
ENSMUSG00000050844	2	0	1	0	0	0	0	3
ENSMUSG00000050846	326	226	232	246	488	518	484	781
ENSMUSG00000050853	0	0	0	0	0	0	0	0
ENSMUSG00000050854	1	6	28	17	13	29	4	3
ENSMUSG00000050855	210	178	147	129	283	338	292	344
ENSMUSG00000050856	833	667	697	791	1865	2146	1172	1805
ENSMUSG00000050860	24	17	9	12	121	162	62	109
ENSMUSG00000050865	0	0	0	0	0	0	0	0
ENSMUSG00000050866	0	0	0	0	0	1	0	0
ENSMUSG00000050870	0	0	0	0	0	0	0	0
ENSMUSG00000050875	13	9	46	26	18	17	22	14
ENSMUSG00000050876	1	1	4	2	6	13	8	4
ENSMUSG00000050890	235	182	193	237	400	443	368	485
ENSMUSG00000050891	138	100	128	113	282	335	210	275
ENSMUSG00000050896	21	15	22	11	52	41	43	57
ENSMUSG00000050900	16	14	12	9	34	47	22	26
ENSMUSG00000050901	0	0	0	0	0	0	0	0
ENSMUSG00000050908	69	68	17	25	36	42	47	101
ENSMUSG00000050910	378	294	233	284	653	727	731	1017
ENSMUSG00000050912	1895	1396	1160	1148	3832	4264	3598	5080
ENSMUSG00000050914	19	16	18	17	31	50	20	33
ENSMUSG00000050917	129	109	25	20	484	468	2260	3354
ENSMUSG00000050919	0	1	1	0	0	0	7	23
ENSMUSG00000050921	0	0	0	0	0	0	0	1
ENSMUSG00000050926	4	1	2	2	4	4	3	5
ENSMUSG00000050930	55	54	32	25	124	163	108	151
ENSMUSG00000050931	11	4	14	10	186	215	44	50
ENSMUSG00000050933	0	0	0	0	0	0	0	0
ENSMUSG00000050936	6	7	4	2	1	2	1	5
ENSMUSG00000050944	3	5	6	3	2	3	3	5
ENSMUSG00000050945	45	49	54	42	96	110	108	188
ENSMUSG00000050947	140	108	72	91	143	158	120	185
ENSMUSG00000050953	5175	3815	3015	2890	5374	6320	6976	8779
ENSMUSG00000050954	96	51	61	72	49	63	57	74
ENSMUSG00000050957	17	24	15	13	34	42	29	40
ENSMUSG00000050961	0	0	0	0	2	1	1	0
ENSMUSG00000050963	0	0	4	3	15	16	3	3
ENSMUSG00000050965	25	33	38	38	92	115	112	166
ENSMUSG00000050966	4475	3747	3116	3117	18702	21103	16719	26487
ENSMUSG00000050967	6	1	20	20	9	8	8	16
ENSMUSG00000050973	83	80	64	62	203	210	176	231
ENSMUSG00000050974	0	0	0	0	0	2	0	0
ENSMUSG00000050978	0	0	0	0	0	0	0	0
ENSMUSG00000050982	0	0	0	0	0	0	0	0
ENSMUSG00000050989	1095	868	862	822	1416	1719	1547	2254
ENSMUSG00000050994	0	0	5	1	1	0	1	0
ENSMUSG00000050996	0	0	0	0	0	0	0	0
ENSMUSG00000051000	21	8	37	42	62	83	22	28
ENSMUSG00000051002	0	0	0	0	0	0	0	0
ENSMUSG00000051003	0	0	0	0	0	1	0	0
ENSMUSG00000051007	494	395	310	348	1122	1263	706	1157
ENSMUSG00000051008	2	2	4	0	14	10	1	3
ENSMUSG00000051022	9	8	6	9	12	24	10	9
ENSMUSG00000051029	0	0	0	0	0	2	0	4
ENSMUSG00000051034	82	82	70	78	130	151	154	234
ENSMUSG00000051036	0	0	8	3	0	3	1	0
ENSMUSG00000051037	11	13	8	8	23	23	35	47
ENSMUSG00000051038	0	0	0	0	0	0	0	0
ENSMUSG00000051041	15	12	2	2	1	0	0	0
ENSMUSG00000051043	972	629	1665	1589	769	1086	835	950
ENSMUSG00000051046	0	0	0	0	0	0	0	0
ENSMUSG00000051048	9	5	20	28	13	11	1	7
ENSMUSG00000051050	0	0	0	0	0	0	0	0
ENSMUSG00000051051	0	1	0	0	0	0	0	0
ENSMUSG00000051054	5	2	1	0	2	3	2	5
ENSMUSG00000051056	0	4	1	2	3	3	4	3
ENSMUSG00000051062	1	0	0	2	2	2	2	2
ENSMUSG00000051065	397	320	350	338	1656	1886	1175	1700
ENSMUSG00000051067	16	6	10	4	20	31	34	57
ENSMUSG00000051074	8	6	9	7	13	17	12	15
ENSMUSG00000051076	0	0	0	1	0	0	0	1
ENSMUSG00000051079	0	0	0	0	0	0	0	0
ENSMUSG00000051081	0	0	0	0	0	0	0	0
ENSMUSG00000051095	0	0	0	0	0	0	0	0
ENSMUSG00000051098	34	30	44	33	31	42	90	90
ENSMUSG00000051111	4	5	43	34	37	27	16	24
ENSMUSG00000051113	50	40	45	59	28	34	39	40
ENSMUSG00000051116	11	9	5	7	11	11	6	3
ENSMUSG00000051118	0	0	0	0	6	8	3	2
ENSMUSG00000051124	8	7	20	19	120	131	29	59
ENSMUSG00000051133	0	0	0	1	1	1	0	0
ENSMUSG00000051136	0	0	0	0	1	1	2	8
ENSMUSG00000051146	29	14	31	26	110	129	69	107
ENSMUSG00000051147	15	16	22	17	51	65	32	34
ENSMUSG00000051149	2489	1827	1840	1768	4098	4525	4947	6351
ENSMUSG00000051153	0	0	0	0	0	0	0	0
ENSMUSG00000051154	807	671	633	649	1362	1664	1249	1642
ENSMUSG00000051156	0	0	0	0	0	0	0	0
ENSMUSG00000051159	350	264	127	118	514	541	4517	6876
ENSMUSG00000051160	0	0	0	0	0	0	0	0
ENSMUSG00000051166	191	165	275	268	469	475	307	437
ENSMUSG00000051169	187	179	149	159	318	383	247	346
ENSMUSG00000051172	0	0	0	0	0	0	0	0
ENSMUSG00000051176	195	146	35	32	95	121	150	310
ENSMUSG00000051177	18	7	23	24	18	29	55	51
ENSMUSG00000051180	0	0	0	0	0	0	0	0
ENSMUSG00000051182	0	0	0	0	0	0	1	0
ENSMUSG00000051184	67	61	40	51	104	113	88	112
ENSMUSG00000051185	127	85	120	95	247	288	169	246
ENSMUSG00000051190	0	0	0	0	0	0	0	0
ENSMUSG00000051198	0	0	0	0	0	0	0	0
ENSMUSG00000051200	0	0	0	0	0	0	0	0
ENSMUSG00000051207	0	0	0	0	0	0	0	0
ENSMUSG00000051209	0	0	0	0	0	0	0	0
ENSMUSG00000051212	0	0	0	0	1	0	0	0
ENSMUSG00000051220	682	582	362	358	1187	1497	1224	1763
ENSMUSG00000051223	9051	7282	5449	5370	14824	17428	16547	22831
ENSMUSG00000051224	156	144	131	153	282	310	250	341
ENSMUSG00000051225	1	2	1	0	0	1	1	1
ENSMUSG00000051228	4	4	13	8	43	47	7	19
ENSMUSG00000051232	735	564	595	593	729	891	775	1063
ENSMUSG00000051234	2450	1893	2080	2057	3441	4152	3309	4561
ENSMUSG00000051235	402	322	221	215	718	960	1452	1881
ENSMUSG00000051236	116	94	53	44	39	33	136	209
ENSMUSG00000051237	0	0	0	0	0	1	0	0
ENSMUSG00000051238	217	151	171	156	557	645	428	692
ENSMUSG00000051242	0	1	3	0	0	0	0	1
ENSMUSG00000051243	8	4	12	6	43	57	11	16
ENSMUSG00000051246	11	5	9	11	10	4	6	10
ENSMUSG00000051251	1	1	1	2	4	3	0	3
ENSMUSG00000051255	96	70	68	47	119	149	97	141
ENSMUSG00000051256	814	590	683	637	1437	1612	1104	1647
ENSMUSG00000051257	59	42	9	12	130	133	98	166
ENSMUSG00000051258	0	0	0	0	0	0	0	0
ENSMUSG00000051262	0	0	0	0	0	0	0	0
ENSMUSG00000051276	0	0	0	0	0	0	0	0
ENSMUSG00000051278	656	525	554	566	756	912	910	1096
ENSMUSG00000051279	1	0	2	2	5	5	1	7
ENSMUSG00000051285	296	258	298	253	1617	1728	1399	1830
ENSMUSG00000051295	0	0	1	1	0	0	0	0
ENSMUSG00000051297	2	1	3	9	4	5	1	4
ENSMUSG00000051306	666	484	459	407	682	775	860	1091
ENSMUSG00000051313	0	0	0	0	0	0	0	0
ENSMUSG00000051314	1	0	0	3	5	7	0	0
ENSMUSG00000051316	520	454	496	522	2822	3543	1269	1857
ENSMUSG00000051319	105	99	86	83	147	158	118	173
