p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci	tissue
0.011012976	1.450698848	0.032	0.01	1	Gabra3	other	NMPs
0.011029705	1.155243826	0.04	0.015	1	Srgap3	other	NMPs
0.011032181	-0.359905506	0.614	0.625	1	Prkar2a	other	NMPs
0.011066236	-0.325333927	0.469	0.508	1	Srpr	other	NMPs
0.011066585	0.361698814	0.197	0.132	1	Tmem164	other	NMPs
0.011083773	0.548524595	0.085	0.045	1	Tmem41b	other	NMPs
0.011113419	0.238231099	0.597	0.482	1	Pcmt1	other	NMPs
0.011154118	-0.580250952	0.21	0.261	1	Akap7	other	NMPs
0.011167134	-0.498290778	0.35	0.385	1	Gm10275	other	NMPs
0.011187882	-1.441853044	0.023	0.054	1	Llgl2	other	NMPs
0.011214239	0.472830621	0.168	0.111	1	Gtpbp6	other	NMPs
0.011223164	0.957221256	0.053	0.023	1	Gm4425	other	NMPs
0.011226552	0.170961065	0.618	0.504	1	Npm3	other	NMPs
0.011278748	0.362625196	0.191	0.127	1	Aar2	other	NMPs
0.011297862	0.538916785	0.072	0.037	1	Igf2os	other	NMPs
0.011322064	0.245827226	0.053	0.023	1	Ptcra	other	NMPs
0.011331148	1.068501031	0.032	0.01	1	Ndrg2	other	NMPs
0.011331206	0.327757032	0.197	0.132	1	Gm13160	other	NMPs
0.011331253	0.783211288	0.072	0.037	1	Ogfod1	other	NMPs
0.011345339	2.231851565	0.019	0.003	1	Gm19427	other	NMPs
0.011352678	0.2723662	0.274	0.196	1	Alg13	other	NMPs
0.011356689	-0.238643752	0.594	0.605	1	Flna	other	NMPs
0.011362746	0.52022227	0.1	0.057	1	Borcs6	other	NMPs
0.011366398	0.171530813	0.454	0.342	1	Grb2	other	NMPs
0.011368555	0.233028145	0.389	0.29	1	Nans	other	NMPs
0.011397392	0.191831778	0.444	0.337	1	Peli1	other	NMPs
0.011431041	0.359086285	0.291	0.214	1	Ubac2	other	NMPs
0.011451905	0.3870047	0.195	0.132	1	Gtpbp1	other	NMPs
0.011453988	0.412461671	0.13	0.079	1	Tmem109	other	NMPs
0.011456721	1.958420307	0.019	0.003	1	Gm44237	other	NMPs
0.011466385	0.251791263	0.439	0.338	1	2010204K13Rik	other	NMPs
0.011467517	0.06871422	1	1	1	Rps7	other	NMPs
0.011469444	0.322153626	0.217	0.151	1	Soga3	other	NMPs
0.01149324	0.346363976	0.189	0.127	1	Rtn1	other	NMPs
0.011499067	0.364521704	0.24	0.173	1	Plekha1	other	NMPs
0.011500161	0.204943862	0.667	0.563	1	Atf4	other	NMPs
0.011516558	-0.062312295	1	1	1	Tpt1	other	NMPs
0.011520494	1.121539302	0.032	0.01	1	Atp7b	other	NMPs
0.011583749	0.602516684	0.113	0.067	1	Crtc1	other	NMPs
0.011593577	0.314022157	0.259	0.183	1	Gosr2	other	NMPs
0.011606741	1.65872669	0.019	0.003	1	Gm29560	other	NMPs
0.011606741	1.786811665	0.019	0.003	1	Acsm3	other	NMPs
0.011618937	0.268367648	0.429	0.33	1	Taf12	other	NMPs
0.011661948	0.508872611	0.153	0.099	1	Dhodh	other	NMPs
0.011678384	0.199166773	0.749	0.63	1	Mrps16	other	NMPs
0.011691108	3.208390127	0.011	0	1	Sgk3	other	NMPs
0.011691108	3.215719507	0.011	0	1	Gm9929	other	NMPs
0.011691108	2.783512648	0.011	0	1	Cfap45	other	NMPs
0.011691108	3.117853741	0.011	0	1	9630010A21Rik	other	NMPs
0.011691108	3.495329279	0.011	0	1	Gm37802	other	NMPs
0.011691108	3.324485164	0.011	0	1	Gm38377	other	NMPs
0.011691108	2.998369761	0.011	0	1	Gm14424	HoxABCD	NMPs
0.011691108	2.840606021	0.011	0	1	Gm14426	HoxABCD	NMPs
0.011691108	3.040219381	0.011	0	1	4930577N17Rik	other	NMPs
0.011691108	2.934322598	0.011	0	1	Gm12482	other	NMPs
0.011691108	2.657086185	0.011	0	1	Zfp534	other	NMPs
0.011691108	3.160877387	0.011	0	1	Dync1i1	other	NMPs
0.011691108	2.675463268	0.011	0	1	Gm44415	other	NMPs
0.011691108	2.731018903	0.011	0	1	Adm	other	NMPs
0.011691108	2.87140265	0.011	0	1	Capn5	other	NMPs
0.011691108	2.857482401	0.011	0	1	Sox1ot	other	NMPs
0.011691108	2.908666747	0.011	0	1	Gm1943	other	NMPs
0.011691108	2.973034313	0.011	0	1	Myl3	other	NMPs
0.011691108	2.650009386	0.011	0	1	Rasd1	other	NMPs
0.011691108	3.110323245	0.011	0	1	AC241534.1	other	NMPs
0.011691108	2.832861654	0.011	0	1	Gm48445	other	NMPs
0.011691108	2.758582158	0.011	0	1	Acr	other	NMPs
0.011691108	2.879256936	0.011	0	1	Prss41	other	NMPs
0.011715715	0.261235783	0.289	0.208	1	Kctd5	other	NMPs
0.011720397	1.474748025	0.019	0.003	1	Gjb6	other	NMPs
0.011721214	0.083581134	0.994	0.99	1	Eef1d	other	NMPs
0.011739795	-3.150479398	0	0.013	1	Fam131c	other	NMPs
0.011739795	-3.268908798	0	0.013	1	Gm42444	other	NMPs
0.011739795	-3.040429697	0	0.013	1	Gm43111	other	NMPs
0.011739795	-2.844889243	0	0.013	1	Cdh13	other	NMPs
0.011745561	0.152147405	0.849	0.794	1	Dynll2	other	NMPs
0.011771071	-0.767880228	0.049	0.089	1	Usp54	other	NMPs
0.011778777	0.157203208	0.786	0.702	1	0610012G03Rik	other	NMPs
0.011793976	0.202740079	0.467	0.362	1	Atg5	other	NMPs
0.01180764	0.943274791	0.053	0.023	1	Lemd1	other	NMPs
0.011832381	0.411455781	0.174	0.116	1	Fer	other	NMPs
0.011869617	0.815978073	0.053	0.023	1	Atp8a1	other	NMPs
0.011899503	0.368075978	0.255	0.188	1	Fbxo11	other	NMPs
0.011905229	0.553962114	0.121	0.074	1	Sirt6	other	NMPs
0.011947693	1.226169114	0.062	0.03	1	Halr1	other	NMPs
0.011959396	-0.87734652	0.098	0.144	1	Mogat2	other	NMPs
0.01196286	0.179837818	0.439	0.333	1	Got1	other	NMPs
0.011984392	0.85513492	0.081	0.044	1	Klhl25	other	NMPs
0.012065322	0.334837298	0.333	0.253	1	Cwc27	other	NMPs
0.01206748	0.132718439	0.898	0.858	1	Edf1	other	NMPs
0.012137141	0.35006727	0.206	0.141	1	Vps54	other	NMPs
0.012139851	-0.180928972	0.883	0.883	1	Ubap2l	other	NMPs
0.012163914	0.224353542	0.414	0.31	1	Cdk2ap2	other	NMPs
0.012201111	0.337890383	0.276	0.198	1	Qtrt1	other	NMPs
0.01220164	0.369897064	0.176	0.116	1	Ccdc28b	other	NMPs
0.012229453	0.222369447	0.397	0.305	1	Pstk	other	NMPs
0.01226004	0.250542189	0.616	0.514	1	Idh3g	other	NMPs
0.012266885	0.328524815	0.342	0.268	1	Timeless	other	NMPs
0.01228316	0.164238774	0.571	0.461	1	Akirin2	other	NMPs
0.0122855	0.197163767	0.359	0.268	1	Ccne1	other	NMPs
0.012320469	0.490819347	0.1	0.057	1	Gm10698	other	NMPs
0.012355071	-1.84825751	0.002	0.018	1	Gm11960	other	NMPs
0.012356025	0.817483697	0.055	0.025	1	Spryd3	other	NMPs
0.01236048	0.156388934	0.454	0.338	1	Lsm14a	other	NMPs
0.012376346	0.127302576	0.983	0.941	1	Cox5b	other	NMPs
0.012413757	0.382874763	0.096	0.054	1	2310022A10Rik	other	NMPs
0.012466721	0.270223201	0.287	0.206	1	Atp6v1b2	other	NMPs
0.012527956	1.547748728	0.025	0.007	1	Gm12408	other	NMPs
0.012562656	0.490888193	0.123	0.075	1	Gm4742	other	NMPs
0.012591972	0.116829506	0.907	0.856	1	Prpf40a	other	NMPs
0.012618296	-0.561926242	0.261	0.31	1	Smoc1	other	NMPs
0.012628955	1.121282569	0.025	0.007	1	Gm45220	other	NMPs
0.012628955	1.168986516	0.025	0.007	1	Wdpcp	other	NMPs
0.012629631	0.233783563	0.648	0.563	1	Ftsj3	other	NMPs
0.012662781	1.397556266	0.025	0.007	1	Tmem104	other	NMPs
0.012712627	0.489746063	0.132	0.082	1	Dusp1	other	NMPs
0.012723916	0.228172843	0.304	0.221	1	Nuf2	other	NMPs
0.012736573	0.185369158	0.73	0.658	1	Vim	other	NMPs
0.012746688	0.318314338	0.253	0.181	1	Zfand1	other	NMPs
0.012761574	-0.349699671	0.306	0.362	1	Hmgxb4	other	NMPs
0.01277367	0.779430795	0.081	0.044	1	Gm9008	other	NMPs
0.012791898	0.173850255	0.637	0.518	1	Acbd6	other	NMPs
0.012816357	-0.202641489	0.828	0.838	1	Cenpx	other	NMPs
0.012831187	0.236767731	0.406	0.3	1	Tamm41	other	NMPs
0.012870391	0.569873996	0.074	0.039	1	Slc25a15	other	NMPs
0.012928852	0.281731884	0.204	0.137	1	Txnrd3	other	NMPs
0.012951345	-0.494540561	0.297	0.35	1	Car14	other	NMPs
0.012994679	0.299876718	0.217	0.149	1	Fubp3	other	NMPs
0.012999381	0.23033717	0.518	0.417	1	Ubfd1	other	NMPs
0.012999815	0.215779134	0.754	0.665	1	Cenpa	other	NMPs
0.013025206	2.898925931	0.015	0.002	1	Prrt2	other	NMPs
0.013025206	2.898611595	0.015	0.002	1	Gm5086	other	NMPs
0.013064783	-0.527573882	0.299	0.345	1	Zmat3	other	NMPs
0.013096102	0.17881762	0.652	0.543	1	Il17rd	other	NMPs
0.013096776	0.261043608	0.289	0.209	1	Rap2c	other	NMPs
0.013099972	-0.825747879	0.113	0.159	1	4932422M17Rik	other	NMPs
0.01310413	0.356035083	0.178	0.117	1	Mid1ip1	other	NMPs
0.013108441	0.361653285	0.238	0.169	1	Zfp511	other	NMPs
0.013123373	2.557890541	0.015	0.002	1	Kcnc1	other	NMPs
0.01317033	-0.434837767	0.365	0.4	1	Mcc	other	NMPs
0.013199544	0.26280671	0.391	0.298	1	Commd4	other	NMPs
0.013222193	2.441978096	0.015	0.002	1	4633401B06Rik	other	NMPs
0.013222193	2.393386083	0.015	0.002	1	Gm48353	other	NMPs
0.013222193	2.270083533	0.015	0.002	1	Col14a1	other	NMPs
0.013227014	0.434581826	0.185	0.124	1	Map2k3	other	NMPs
0.013239174	0.104044588	0.996	0.997	1	Atp5b	other	NMPs
0.013254308	-0.725595196	0.134	0.184	1	Zfp629	other	NMPs
0.013256278	1.199843996	0.045	0.018	1	Timp3	other	NMPs
0.01327185	2.354143908	0.015	0.002	1	Gm40332	other	NMPs
0.01327185	2.228250584	0.015	0.002	1	Stk32c	other	NMPs
0.01327185	1.793790286	0.015	0.002	1	Gm48092	other	NMPs
0.01327185	2.054373095	0.015	0.002	1	Gm5441	other	NMPs
0.013281441	0.222523289	0.312	0.226	1	Dzip3	other	NMPs
0.013315113	0.898571917	0.059	0.028	1	Fbn1	other	NMPs
0.013321671	2.04723099	0.015	0.002	1	Lzts3	other	NMPs
0.013321671	1.804121897	0.015	0.002	1	Galnt17	other	NMPs
0.013321671	1.860961967	0.015	0.002	1	Vmn1r90	other	NMPs
0.013321671	1.692013163	0.015	0.002	1	Cdh10	other	NMPs
0.013322592	0.484468731	0.106	0.062	1	Pdxk	other	NMPs
0.013349065	0.164279842	0.688	0.573	1	Hadh	other	NMPs
0.013374246	1.218661351	0.034	0.012	1	Mpv17l	other	NMPs
0.013376446	0.178065543	0.626	0.531	1	Slc3a2	other	NMPs
0.013395029	0.630529979	0.074	0.039	1	Slc9a1	other	NMPs
0.013395334	0.291051273	0.361	0.271	1	Zfp280d	other	NMPs
0.01343347	0.401468268	0.202	0.137	1	Lonp2	other	NMPs
0.013441668	0.182770635	0.79	0.69	1	Dnajc7	other	NMPs
0.013451157	0.280859212	0.21	0.141	1	Lancl1	other	NMPs
0.013457488	0.220582495	0.282	0.201	1	Hsd17b7	other	NMPs
0.013476922	0.2189855	0.552	0.447	1	Fdx2	other	NMPs
0.013486207	-0.22089409	0.762	0.76	1	Ndufa3	other	NMPs
0.013486793	0.105934013	0.837	0.739	1	Eif2s1	other	NMPs
0.013491914	0.335146603	0.168	0.111	1	Dscc1	other	NMPs
0.013512842	-0.127153157	0.843	0.858	1	Parp1	other	NMPs
0.013530666	0.920501125	0.059	0.028	1	Aard	other	NMPs
0.013539287	0.3530203	0.214	0.151	1	Hadhb	other	NMPs
0.013542691	0.405883818	0.163	0.107	1	Prr13	other	NMPs
0.013566888	0.5773614	0.079	0.042	1	Fam3a	other	NMPs
0.013592944	0.327460639	0.178	0.117	1	Rbbp9	other	NMPs
0.013604224	0.21206589	0.654	0.531	1	Bud31	other	NMPs
0.013620558	0.307999332	0.204	0.141	1	Gm17819	other	NMPs
0.013687251	0.282294148	0.229	0.159	1	Haus4	other	NMPs
0.013693988	-0.544143993	0.119	0.173	1	Rny3	other	NMPs
0.013709087	0.587904605	0.136	0.087	1	Dedd	other	NMPs
0.013758161	-1.312284096	0.034	0.067	1	Inka2	other	NMPs
0.013766367	0.115915877	0.977	0.936	1	Siva1	other	NMPs
0.013767872	0.278044228	0.333	0.25	1	Rnf2	other	NMPs
0.013816232	0.282783752	0.361	0.275	1	Slc4a7	other	NMPs
0.013835278	0.098377472	0.951	0.913	1	Phf5a	other	NMPs
0.01383762	0.864429522	0.059	0.028	1	Dock6	other	NMPs
0.013850738	-0.843432822	0.081	0.126	1	H4c1	other	NMPs
0.013851366	0.3616978	0.125	0.077	1	Cep85	other	NMPs
0.013854669	0.408894142	0.197	0.136	1	Sertad2	other	NMPs
0.013867964	0.278988172	0.197	0.134	1	Mfsd10	other	NMPs
0.013910265	0.304625933	0.21	0.144	1	Cdip1	other	NMPs
0.013910855	-1.276766313	0.011	0.034	1	Gm18959	other	NMPs
0.013950224	0.927548094	0.045	0.018	1	Pou4f1	other	NMPs
0.013964157	0.399242928	0.149	0.095	1	Arf2	other	NMPs
0.013987367	0.321820175	0.236	0.169	1	Fastkd2	other	NMPs
0.014001317	0.24496532	0.265	0.189	1	Snhg17	other	NMPs
0.014011345	-0.805632717	0.187	0.233	1	Rnf169	other	NMPs
0.014038179	-1.460263933	0.025	0.055	1	Mmp17	other	NMPs
0.014048641	-0.59083071	0.285	0.323	1	Mcee	other	NMPs
0.014053039	0.210272028	0.397	0.308	1	Gmfb	other	NMPs
0.014073945	0.509890766	0.138	0.089	1	Phactr2	other	NMPs
0.014105289	0.303148469	0.229	0.161	1	Rhot1	other	NMPs
0.01411719	0.15023148	0.86	0.769	1	Hsd17b10	other	NMPs
0.014141028	0.239826528	0.42	0.32	1	Mthfd1	other	NMPs
0.014146251	0.114470201	0.926	0.908	1	Slc25a5	other	NMPs
0.014148876	-0.212621431	0.682	0.695	1	Snx5	other	NMPs
0.014183205	0.242285736	0.138	0.085	1	Chm	other	NMPs
0.014210616	0.260251838	0.41	0.323	1	Nup88	other	NMPs
0.014275103	0.661585989	0.142	0.094	1	Efna2	other	NMPs
0.01430723	0.324920907	0.357	0.271	1	Pop7	other	NMPs
0.014327463	0.14278491	0.8	0.69	1	Rpl7l1	other	NMPs
0.01433348	-0.364551371	0.369	0.422	1	Nr2f6	other	NMPs
0.014337067	0.491028522	0.136	0.087	1	Acad8	other	NMPs
0.014399689	0.54748347	0.087	0.049	1	Traf2	other	NMPs
0.014416803	0.617284331	0.089	0.05	1	Lmbrd2	other	NMPs
0.014451057	0.647281473	0.096	0.055	1	Ggh	other	NMPs
0.014451057	0.592405087	0.096	0.055	1	Ctdspl	other	NMPs
0.014459637	0.315453299	0.289	0.213	1	Prelid2	other	NMPs
0.014478439	0.232277848	0.391	0.298	1	4930453N24Rik	other	NMPs
0.014549243	0.568775613	0.087	0.049	1	Stx7	other	NMPs
0.014555716	0.897101559	0.064	0.032	1	Lifr	other	NMPs
0.014588264	-0.137346772	0.93	0.911	1	Skp1a	other	NMPs
0.014615902	0.259833342	0.399	0.313	1	Grwd1	other	NMPs
0.014689298	0.552029073	0.113	0.069	1	Rin2	other	NMPs
0.014728836	0.146674174	0.879	0.816	1	Tomm40	other	NMPs
0.01473111	0.669044426	0.045	0.018	1	Pxylp1	other	NMPs
0.014758503	0.257540894	0.372	0.283	1	2610507B11Rik	other	NMPs
0.01476556	0.476157559	0.219	0.159	1	Homer1	other	NMPs
0.014777528	0.748914031	0.062	0.03	1	Taok3	other	NMPs
0.014777538	0.220249283	0.531	0.429	1	Mrpl3	other	NMPs
0.014809906	0.830037327	0.047	0.02	1	Tfpi	other	NMPs
0.014842992	-0.409585995	0.35	0.382	1	Ier5l	other	NMPs
0.014850059	0.319848117	0.223	0.156	1	Fignl1	other	NMPs
0.01485448	1.392809131	0.036	0.013	1	Gm49386	other	NMPs
0.014892263	0.376601942	0.301	0.223	1	Ndufs5-ps	other	NMPs
0.014922808	0.608470978	0.115	0.07	1	Syvn1	other	NMPs
0.014931026	-0.24398464	0.648	0.655	1	Igf2bp2	other	NMPs
0.014953197	0.539167816	0.045	0.018	1	Lrrc8c	other	NMPs
0.014953727	0.336862968	0.153	0.099	1	Pik3r2	other	NMPs
0.014975413	0.444189648	0.191	0.132	1	Vamp7	other	NMPs
0.015001825	0.29589046	0.242	0.173	1	Cntrl	other	NMPs
0.015005831	0.177378045	0.289	0.209	1	Ints8	other	NMPs
0.01501615	0.193074442	0.242	0.166	1	Ublcp1	other	NMPs
0.015219281	-2.42841463	0.004	0.022	1	Gm45494	other	NMPs
0.015246094	0.214220428	0.435	0.337	1	Zcchc10	other	NMPs
0.015253515	0.903176316	0.072	0.039	1	Atg2b	other	NMPs
0.015260798	0.225905941	0.718	0.642	1	Arl6ip4	other	NMPs
0.015280463	0.333328378	0.161	0.106	1	Setd6	other	NMPs
0.015313359	1.620297697	0.028	0.008	1	2410018L13Rik	other	NMPs
0.015330979	0.137018357	0.418	0.318	1	Fxyd6	other	NMPs
0.015335099	0.234993721	0.558	0.452	1	Adgrl2	other	NMPs
0.015371167	0.147050829	0.828	0.744	1	Ptbp1	other	NMPs
0.015430784	-0.761640108	0.093	0.139	1	Gm26771	other	NMPs
0.015527085	0.309906011	0.172	0.114	1	8430429K09Rik	other	NMPs
0.015531822	0.134494602	0.894	0.844	1	Atox1	other	NMPs
0.015580381	0.80815184	0.047	0.02	1	Rbp4	other	NMPs
0.015622828	0.251025595	0.157	0.101	1	Rbsn	other	NMPs
0.015695467	1.480266976	0.028	0.008	1	Gm9887	other	NMPs
0.015696859	0.174713066	0.813	0.729	1	Ndufs2	other	NMPs
0.01574469	0.2146855	0.312	0.229	1	Vkorc1l1	other	NMPs
0.015795279	0.280358896	0.335	0.25	1	Psmd10	other	NMPs
0.015799123	0.287649608	0.335	0.246	1	Pgam5	other	NMPs
0.015811889	0.53209471	0.104	0.062	1	Mark1	other	NMPs
0.01585406	0.989254058	0.036	0.013	1	Gm45890	other	NMPs
0.015902358	-0.562907611	0.195	0.245	1	Erc1	other	NMPs
0.015921239	0.655700256	0.047	0.02	1	Cltb	other	NMPs
0.015925645	0.219519585	0.456	0.352	1	Smco4	other	NMPs
0.015953863	1.060413994	0.036	0.013	1	Ggact	other	NMPs
0.015957872	1.00426766	0.049	0.022	1	Ssh2	other	NMPs
0.015963049	0.432515277	0.206	0.146	1	Irs2	other	NMPs
0.015967314	0.3318487	0.2	0.137	1	Pdss1	other	NMPs
0.015972548	-0.118752773	0.898	0.888	1	Nars	other	NMPs
0.015972872	0.154153551	0.535	0.415	1	Gsto1	other	NMPs
0.015975452	0.25891985	0.293	0.213	1	Zc3hc1	other	NMPs
0.016043788	-0.646198621	0.17	0.218	1	Mnx1	other	NMPs
0.016058731	0.144136004	0.631	0.519	1	Qdpr	other	NMPs
0.016071637	0.450610576	0.174	0.119	1	Saraf	other	NMPs
0.016077593	0.180131674	0.639	0.536	1	Acly	other	NMPs
0.016114084	0.592641673	0.064	0.032	1	Prkab2	other	NMPs
0.016125451	1.140666714	0.028	0.008	1	Ell3	other	NMPs
0.016129504	0.358808625	0.153	0.099	1	Terf2ip	other	NMPs
0.016190474	0.152311991	0.837	0.717	1	Nudt5	other	NMPs
0.016194894	0.207759266	0.45	0.353	1	Usp39	other	NMPs
0.016204158	-0.367432296	0.27	0.323	1	Cdk5rap2	other	NMPs
0.016205862	0.793599752	0.072	0.039	1	3110021N24Rik	other	NMPs
0.016215635	0.104947278	0.949	0.93	1	Phb2	other	NMPs
0.016217983	-0.107276171	0.945	0.958	1	Mcm7	other	NMPs
0.016284357	1.007843092	0.028	0.008	1	Crnde	other	NMPs
0.016312183	0.144787794	0.788	0.692	1	Ap2s1	other	NMPs
0.016327179	0.583426967	0.047	0.02	1	Gm37018	other	NMPs
0.016354326	0.301935627	0.187	0.126	1	Abhd12	other	NMPs
0.016355363	0.29663527	0.153	0.099	1	Tlcd1	other	NMPs
0.016369476	0.270078549	0.197	0.136	1	Flot2	other	NMPs
0.016436441	-1.120762909	0.047	0.082	1	Zfp365	other	NMPs
0.016490799	0.546137748	0.062	0.03	1	Gm13622	other	NMPs
0.016494566	0.676912304	0.068	0.035	1	Cnksr2	other	NMPs
0.016534228	0.399078548	0.174	0.117	1	Tcaf1	other	NMPs
0.016542466	0.310451478	0.308	0.228	1	Mrps27	other	NMPs
0.016573366	0.44660942	0.113	0.069	1	Hap1	other	NMPs
0.0165838	-0.296763039	0.522	0.559	1	Myh10	other	NMPs
0.016627999	1.004230866	0.051	0.023	1	Gm9774	other	NMPs
0.016653332	0.300650526	0.427	0.328	1	Tubg1	other	NMPs
0.016671997	-0.637335177	0.159	0.206	1	Mt1	other	NMPs
0.01669324	0.470046438	0.108	0.065	1	Neu1	other	NMPs
0.016715537	0.433788193	0.206	0.146	1	B9d2	other	NMPs
0.01671864	0.189170495	0.673	0.566	1	Mrps7	other	NMPs
0.016742968	0.160656368	0.775	0.667	1	Fam136a	other	NMPs
0.016745285	-0.054921063	1	1	1	Rps26	other	NMPs
0.016747185	0.166332871	0.669	0.558	1	Exosc5	other	NMPs
0.016747206	0.190846098	0.306	0.221	1	Gt(ROSA)26Sor	other	NMPs
0.016747999	1.700448029	0.021	0.005	1	Gm47275	other	NMPs
0.016777463	0.484448549	0.191	0.134	1	Zfp516	other	NMPs
0.016783249	0.761081852	0.072	0.039	1	Adamts17	other	NMPs
0.01678366	0.270595502	0.187	0.127	1	Trmt61a	other	NMPs
0.016794115	-1.262973377	0.03	0.06	1	Wnt10a	other	NMPs
0.016796066	1.516156077	0.021	0.005	1	D7Bwg0826e	other	NMPs
0.016803134	0.351340667	0.151	0.099	1	Itm2a	other	NMPs
0.016803416	-1.392025259	0.034	0.065	1	Dhrs3	other	NMPs
0.016816014	0.783500086	0.049	0.022	1	Sbno2	other	NMPs
0.016885828	0.35980864	0.191	0.131	1	Cers4	other	NMPs
0.016909867	0.340485983	0.085	0.047	1	Shld1	other	NMPs
0.016924335	0.194046229	0.289	0.204	1	Golga7	other	NMPs
0.016940995	1.566509108	0.021	0.005	1	Gm45555	other	NMPs
0.016976135	0.204091925	0.51	0.405	1	Yif1b	other	NMPs
0.016989866	0.181853116	0.289	0.209	1	Ppp2r1b	other	NMPs
0.017003492	-0.583703365	0.197	0.245	1	C530008M17Rik	other	NMPs
0.017020877	0.315491162	0.246	0.176	1	Siah1b	other	NMPs
0.017179193	0.312374839	0.325	0.246	1	Coil	other	NMPs
0.017179227	-0.553586865	0.314	0.352	1	Smim8	other	NMPs
0.01718868	0.170171168	0.675	0.593	1	Nifk	other	NMPs
0.017192197	0.150538821	0.919	0.894	1	Fabp5	other	NMPs
0.017280711	0.20010858	0.556	0.457	1	Ncbp1	other	NMPs
0.017339332	0.132930568	0.531	0.425	1	Nop16	other	NMPs
0.017343033	-0.779916438	0.14	0.184	1	Nrde2	other	NMPs
0.017350537	-0.286874229	0.588	0.605	1	Zfp664	other	NMPs
0.017390528	0.473828893	0.11	0.067	1	Gm5963	other	NMPs
0.017398643	0.255213121	0.42	0.332	1	Prkrip1	other	NMPs
0.017407639	0.306383953	0.2	0.141	1	Mterf4	other	NMPs
0.017412502	0.128214892	0.845	0.729	1	Oaz1	other	NMPs
0.017529184	0.906178135	0.055	0.027	1	Vps13d	other	NMPs
0.017538393	0.256395026	0.121	0.074	1	Dennd1b	other	NMPs
0.017546063	0.228388142	0.335	0.253	1	Cstf2	other	NMPs
0.0175962	0.279062988	0.276	0.199	1	Pofut2	other	NMPs
0.017622705	0.818885567	0.079	0.044	1	Atp11a	other	NMPs
0.017642324	0.903132331	0.051	0.023	1	Gm8116	other	NMPs
0.017657576	0.732823212	0.07	0.037	1	Nav3	other	NMPs
0.017683184	0.735764517	0.072	0.039	1	Grhl3	other	NMPs
0.017721605	0.534940835	0.127	0.08	1	Dhx32	other	NMPs
0.017731738	0.750919414	0.051	0.023	1	Gm44777	other	NMPs
0.017747049	-0.193301336	0.739	0.737	1	CT010467.2	other	NMPs
0.017750155	0.198883005	0.372	0.278	1	Thg1l	other	NMPs
0.017751849	0.239572693	0.31	0.228	1	Pdxp	other	NMPs
0.01776026	0.180211757	0.841	0.791	1	Cdca8	other	NMPs
0.01777082	0.307866439	0.221	0.154	1	Gfm1	other	NMPs
0.017805042	0.320162595	0.265	0.196	1	Eef1akmt2	other	NMPs
0.017815546	0.4028483	0.183	0.126	1	Kmt5c	other	NMPs
0.017820678	-1.968859439	0.006	0.025	1	Gm6210	other	NMPs
0.017826578	-0.999557572	0.055	0.092	1	Ift140	other	NMPs
0.017859814	0.455691024	0.108	0.065	1	Vti1a	other	NMPs
0.017868471	0.318219088	0.187	0.129	1	Gle1	other	NMPs
0.017869903	0.374381083	0.153	0.101	1	Bcorl1	other	NMPs
0.017907847	0.37369231	0.117	0.072	1	Znrf3	other	NMPs
0.017960141	0.262123196	0.238	0.173	1	Pik3ca	other	NMPs
0.01796617	0.39870192	0.225	0.164	1	Dcaf15	other	NMPs
0.017973967	0.339398706	0.174	0.117	1	Mtmr4	other	NMPs
0.017980217	0.453815371	0.121	0.077	1	Ptprz1	other	NMPs
0.018030751	1.167856311	0.059	0.03	1	E330034L11Rik	other	NMPs
0.018057654	0.215785867	0.386	0.291	1	Ap1ar	other	NMPs
0.018067342	0.676153679	0.072	0.039	1	Pld3	other	NMPs
0.018068339	-0.899252392	0.049	0.085	1	Hpgds	other	NMPs
0.01806979	0.18154287	0.633	0.541	1	Sap18	other	NMPs
0.018083226	0.432749232	0.096	0.055	1	Smurf1	other	NMPs
0.018122833	0.13487571	0.989	0.965	1	Psmb1	other	NMPs
0.018140655	0.156960289	0.902	0.846	1	Srp19	other	NMPs
0.018158483	0.597161031	0.074	0.04	1	Akap10	other	NMPs
0.018188631	0.306429566	0.217	0.154	1	Prps1	other	NMPs
0.018206566	0.071618359	0.985	0.98	1	Hnrnpk	other	NMPs
0.018207152	0.309051026	0.149	0.097	1	Mgat1	other	NMPs
0.018225903	0.131308365	0.14	0.089	1	Mmd	other	NMPs
0.018229443	0.485108972	0.187	0.131	1	Hspd1-ps3	other	NMPs
0.018282085	0.32390114	0.197	0.137	1	Zfp560	other	NMPs
0.01828346	0.205059732	0.437	0.343	1	Phf10	other	NMPs
0.018305626	0.704399909	0.081	0.045	1	Dse	other	NMPs
0.018328845	-0.190515608	0.783	0.786	1	Smap1	other	NMPs
0.018345513	-1.504061233	0.006	0.025	1	Dop1b	other	NMPs
0.018356136	0.215787414	0.501	0.407	1	Rab1a	other	NMPs
0.018378414	-0.188406102	0.796	0.821	1	Ndufa1	other	NMPs
0.018396772	0.242963794	0.274	0.198	1	Snapc3	other	NMPs
0.018416329	-0.655302343	0.163	0.213	1	Mir6236	other	NMPs
0.018431319	0.183025734	0.499	0.38	1	Cenpm	other	NMPs
0.018431377	-0.922453134	0.038	0.072	1	Gm22363	other	NMPs
0.018454518	0.513130187	0.068	0.035	1	Slc5a6	other	NMPs
0.018476498	-3.216239995	0	0.012	1	Sp9	other	NMPs
0.018476498	-3.047398725	0	0.012	1	P2rx3	other	NMPs
